age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
22,17,4,High School,Full-time,58,Same Religion,1,7,1,Aggressive,6,0,0,0,8,3,Love,1,0,8,0
28,3,1,Bachelor,Unemployed,75,Same Religion,1,10,1,Aggressive,10,0,0,0,5,3,Love,1,0,4,0
34,2,4,High School,Full-time,58,Different Religion,1,7,3,Aggressive,6,0,0,0,10,8,Love,0,0,5,1
32,15,0,High School,Full-time,44,Not Religious,1,4,3,Collaborative,6,1,0,0,6,3,Love,0,0,2,0
20,1,0,Master,Full-time,28,Same Religion,1,9,1,Aggressive,4,0,0,1,3,4,Arranged,0,0,8,1
23,4,3,Bachelor,Homemaker,80,Same Religion,1,7,2,Collaborative,6,0,0,0,6,2,Arranged,0,1,4,1
32,7,5,High School,Homemaker,15,Not Religious,1,7,3,Aggressive,6,0,1,1,5,1,Arranged,0,0,5,1
23,8,1,High School,Homemaker,30,Same Religion,0,3,3,Collaborative,7,1,1,0,7,5,Love,0,0,3,1
26,13,0,Master,Full-time,70,Same Religion,0,9,2,Passive,6,0,0,0,6,1,Love,1,0,4,0
30,4,2,High School,Unemployed,60,Same Religion,0,8,3,Passive,6,0,0,0,5,2,Arranged,0,0,6,0
23,9,2,Bachelor,Full-time,89,Same Religion,0,7,2,Aggressive,4,0,0,1,7,2,Other,1,0,7,0
28,8,1,Bachelor,Full-time,47,Same Religion,1,1,0,Avoidant,7,0,0,0,3,3,Love,1,0,5,1
21,7,2,Bachelor,Unemployed,75,Same Religion,1,5,0,Passive,5,0,0,1,6,2,Love,1,1,6,1
24,10,1,Bachelor,Full-time,56,Same Religion,0,10,1,Avoidant,4,0,0,0,10,3,Love,0,0,7,0
29,3,1,Master,Full-time,71,Same Religion,0,7,3,Passive,3,0,0,0,8,4,Love,0,0,7,0
20,1,0,High School,Full-time,63,Same Religion,1,4,2,Collaborative,7,0,0,0,4,1,Love,1,0,9,0
30,1,0,Master,Unemployed,70,Different Religion,1,5,2,Passive,7,0,1,0,9,1,Love,1,0,6,1
27,2,2,High School,Full-time,64,Same Religion,1,5,1,Collaborative,5,1,0,0,6,2,Arranged,0,0,6,0
30,6,4,Bachelor,Full-time,66,Same Religion,1,8,4,Passive,2,1,0,0,5,3,Arranged,0,0,4,1
29,18,1,Master,Homemaker,38,Not Religious,1,3,2,Collaborative,9,1,0,0,6,4,Love,1,0,7,0
34,12,2,Bachelor,Full-time,62,Same Religion,0,8,3,Aggressive,8,0,0,0,8,2,Arranged,1,0,3,1
28,15,1,Master,Full-time,72,Same Religion,1,8,1,Aggressive,10,1,0,1,5,6,Arranged,1,0,10,1
25,4,0,Master,Part-time,59,Same Religion,1,10,1,Aggressive,1,0,0,0,3,2,Arranged,0,0,10,0
28,5,0,High School,Unemployed,58,Different Religion,1,7,4,Aggressive,4,0,0,0,4,2,Other,1,0,3,1
30,5,3,Master,Full-time,22,Different Religion,0,4,1,Passive,3,0,0,0,6,1,Love,1,0,5,0
28,2,2,PhD,Part-time,91,Same Religion,1,6,2,Collaborative,1,0,0,0,4,4,Arranged,0,0,6,1
28,1,1,Bachelor,Full-time,33,Same Religion,1,4,0,Collaborative,5,0,0,0,6,3,Arranged,1,0,5,0
24,8,0,High School,Part-time,48,Same Religion,1,7,2,Aggressive,6,0,0,1,5,3,Arranged,0,0,7,0
24,40,2,High School,Full-time,44,Different Religion,1,9,4,Passive,5,0,0,1,4,4,Love,1,0,2,1
20,1,0,High School,Full-time,66,Not Religious,1,4,2,Aggressive,1,0,0,0,7,3,Arranged,0,0,4,0
36,1,0,High School,Full-time,67,Same Religion,0,8,3,Avoidant,7,1,0,1,7,3,Love,0,0,2,0
21,15,1,Bachelor,Homemaker,73,Same Religion,1,5,3,Collaborative,2,0,0,1,7,3,Love,0,0,9,1
24,2,2,High School,Unemployed,74,Same Religion,1,3,1,Collaborative,8,0,0,1,2,3,Love,1,0,8,0
24,17,2,High School,Homemaker,94,Same Religion,1,9,1,Aggressive,7,0,0,0,4,3,Other,1,0,5,0
32,12,0,Bachelor,Part-time,54,Different Religion,1,6,2,Collaborative,6,0,0,0,7,3,Love,1,0,3,1
26,29,1,Bachelor,Full-time,43,Same Religion,1,7,4,Aggressive,4,0,1,0,5,4,Love,0,0,8,0
34,5,0,Bachelor,Full-time,55,Same Religion,1,8,1,Aggressive,5,0,0,0,7,2,Love,0,0,5,0
24,10,0,Master,Homemaker,38,Different Religion,1,3,0,Collaborative,3,0,0,0,4,4,Love,0,0,7,0
29,6,4,High School,Part-time,53,Same Religion,0,5,1,Collaborative,7,0,0,0,4,1,Arranged,1,0,6,0
23,9,1,High School,Homemaker,29,Different Religion,1,3,3,Collaborative,9,0,0,0,5,3,Other,0,0,6,0
38,5,0,High School,Full-time,43,Same Religion,0,5,1,Collaborative,8,0,0,1,6,3,Love,0,0,5,0
22,2,0,Bachelor,Full-time,26,Same Religion,1,8,1,Avoidant,5,0,1,1,7,4,Love,1,0,8,0
29,7,0,High School,Full-time,84,Not Religious,0,7,1,Collaborative,9,0,0,0,6,5,Love,0,0,7,0
31,7,0,Master,Full-time,62,Different Religion,1,5,3,Passive,6,0,0,0,7,2,Arranged,0,0,6,1
30,16,1,High School,Full-time,98,Same Religion,1,6,2,Collaborative,1,0,0,0,7,1,Love,0,0,2,0
27,13,3,PhD,Full-time,82,Not Religious,0,6,1,Collaborative,8,0,0,0,5,3,Love,0,0,7,1
27,10,1,Bachelor,Part-time,84,Different Religion,1,7,2,Avoidant,5,0,0,0,8,4,Love,0,1,7,0
28,1,0,Bachelor,Full-time,57,Different Religion,1,5,0,Passive,6,0,0,0,5,1,Arranged,0,0,8,0
27,12,0,Master,Full-time,70,Different Religion,1,6,1,Aggressive,4,0,0,0,4,3,Love,1,0,6,1
32,6,2,Master,Unemployed,42,Same Religion,1,6,1,Aggressive,8,0,0,0,7,1,Love,1,0,10,0
39,22,0,Bachelor,Full-time,49,Same Religion,1,7,0,Collaborative,3,0,1,0,5,2,Love,0,0,3,0
25,25,1,PhD,Part-time,60,Different Religion,1,6,3,Aggressive,8,0,0,0,9,2,Love,1,0,2,1
21,1,1,Bachelor,Full-time,25,Same Religion,1,3,2,Passive,3,0,0,0,5,5,Love,1,0,8,0
27,17,1,Master,Homemaker,50,Not Religious,1,3,3,Avoidant,6,0,0,0,4,3,Arranged,0,0,8,1
40,1,1,Bachelor,Part-time,76,Same Religion,0,7,2,Collaborative,8,0,0,1,5,4,Love,0,0,4,0
23,4,2,Master,Homemaker,50,Different Religion,0,5,5,Avoidant,9,0,0,0,7,3,Love,0,0,6,1
36,7,6,High School,Part-time,45,Same Religion,1,5,2,Aggressive,7,0,0,1,7,2,Love,1,0,4,1
36,1,6,High School,Full-time,52,Same Religion,1,5,3,Collaborative,8,1,0,0,4,1,Arranged,0,0,4,1
25,13,5,Bachelor,Full-time,75,Different Religion,1,5,2,Collaborative,7,0,0,0,6,0,Love,0,0,3,1
30,1,1,High School,Part-time,67,Different Religion,1,2,3,Collaborative,4,0,0,1,5,1,Love,0,0,3,0
36,1,2,High School,Part-time,55,Same Religion,1,9,0,Collaborative,6,0,0,1,6,2,Love,1,0,6,0
26,8,0,Bachelor,Part-time,60,Same Religion,1,6,2,Passive,6,1,0,0,6,1,Love,0,1,9,0
26,12,4,Bachelor,Full-time,77,Not Religious,0,6,1,Passive,8,1,0,0,7,4,Arranged,1,0,6,1
25,24,1,Master,Part-time,86,Not Religious,1,6,3,Aggressive,8,0,0,0,7,1,Love,1,0,7,1
22,12,1,Bachelor,Unemployed,51,Same Religion,1,8,2,Aggressive,5,0,0,0,6,1,Love,0,1,5,0
24,11,2,Master,Part-time,58,Same Religion,1,7,5,Collaborative,5,0,0,0,9,2,Love,0,0,9,0
21,5,1,Bachelor,Full-time,85,Same Religion,1,6,4,Collaborative,8,0,0,0,9,2,Love,1,0,5,1
28,1,1,High School,Homemaker,70,Not Religious,1,4,6,Aggressive,5,0,0,0,7,3,Arranged,1,0,4,0
24,1,0,High School,Full-time,32,Same Religion,1,8,4,Avoidant,8,0,1,0,8,2,Arranged,1,0,9,0
29,7,1,Bachelor,Full-time,42,Same Religion,1,6,2,Collaborative,5,1,0,1,4,1,Love,0,0,5,0
20,11,2,Bachelor,Unemployed,43,Same Religion,1,7,1,Aggressive,4,0,0,0,6,2,Arranged,1,0,7,1
29,5,0,High School,Full-time,52,Different Religion,1,4,4,Avoidant,4,0,0,0,3,5,Love,0,0,9,0
32,13,2,Bachelor,Unemployed,67,Not Religious,0,7,2,Collaborative,1,1,0,1,6,2,Arranged,1,0,3,1
18,7,3,Bachelor,Full-time,98,Same Religion,1,3,1,Collaborative,5,0,0,1,5,1,Love,1,0,6,1
29,1,3,Bachelor,Full-time,58,Same Religion,1,5,1,Aggressive,7,1,0,0,6,3,Love,1,0,8,0
34,2,1,Master,Full-time,73,Same Religion,0,6,3,Collaborative,10,1,0,0,5,3,Arranged,0,0,5,1
21,18,3,Master,Full-time,83,Same Religion,1,9,2,Avoidant,3,0,0,0,6,5,Love,0,0,4,0
36,12,2,Master,Full-time,90,Same Religion,0,7,2,Collaborative,4,0,0,0,7,2,Love,0,0,8,0
30,22,0,No Formal Education,Full-time,83,Not Religious,1,9,1,Passive,3,0,0,0,4,2,Love,0,0,7,0
24,1,1,High School,Unemployed,45,Not Religious,1,7,5,Avoidant,3,0,0,1,6,0,Love,0,0,5,0
27,40,2,Bachelor,Unemployed,31,Not Religious,0,4,2,Avoidant,6,0,0,1,7,3,Arranged,0,0,8,0
30,2,3,Master,Unemployed,47,Same Religion,1,4,1,Aggressive,4,1,0,0,5,2,Love,1,0,3,1
28,1,2,Bachelor,Unemployed,63,Same Religion,0,8,3,Aggressive,3,0,0,0,4,3,Love,1,0,6,0
30,40,1,Master,Full-time,45,Different Religion,0,4,1,Avoidant,6,0,0,0,6,2,Love,1,0,5,1
23,3,0,Bachelor,Homemaker,27,Same Religion,1,3,1,Passive,6,0,0,0,8,4,Love,1,0,4,0
28,11,2,Bachelor,Part-time,36,Same Religion,1,4,1,Aggressive,3,0,0,0,7,3,Love,0,0,8,0
20,1,4,High School,Full-time,120,Same Religion,1,7,4,Avoidant,8,1,0,0,5,7,Love,1,0,9,1
27,8,0,No Formal Education,Unemployed,56,Not Religious,1,4,0,Passive,9,0,0,0,5,3,Arranged,1,0,7,0
23,23,2,Master,Full-time,96,Different Religion,1,9,4,Aggressive,7,0,1,1,5,5,Love,1,0,7,1
24,3,1,Master,Unemployed,55,Same Religion,1,7,3,Collaborative,6,0,0,0,3,4,Arranged,1,0,6,0
34,11,0,Bachelor,Full-time,76,Same Religion,1,6,2,Aggressive,1,0,1,0,10,3,Love,1,0,5,1
33,2,4,High School,Full-time,57,Not Religious,0,7,2,Passive,3,0,0,1,6,3,Love,0,0,3,0
31,9,0,High School,Full-time,60,Not Religious,0,7,1,Aggressive,2,0,0,0,8,2,Arranged,1,0,5,0
22,4,2,Master,Full-time,76,Different Religion,1,7,2,Collaborative,7,1,0,0,6,1,Love,1,0,4,0
26,2,2,Bachelor,Homemaker,52,Same Religion,1,4,2,Collaborative,7,0,0,0,3,4,Arranged,1,0,3,1
34,3,2,High School,Homemaker,36,Same Religion,1,9,2,Avoidant,6,0,0,1,7,2,Arranged,1,0,8,0
28,1,2,Bachelor,Full-time,44,Different Religion,0,7,3,Collaborative,4,0,0,1,9,0,Arranged,1,0,5,0
39,23,3,Bachelor,Full-time,44,Not Religious,1,5,2,Collaborative,4,0,0,0,4,2,Love,1,0,7,0
29,5,0,Bachelor,Full-time,62,Same Religion,0,8,3,Passive,10,0,0,0,3,2,Love,1,0,6,0
28,2,1,Bachelor,Unemployed,22,Same Religion,0,3,1,Passive,7,0,1,1,6,4,Love,0,0,4,1
26,5,1,Bachelor,Full-time,66,Same Religion,0,8,3,Aggressive,5,0,0,0,10,2,Arranged,0,0,10,0
28,3,1,Master,Homemaker,85,Same Religion,1,7,2,Collaborative,6,0,0,0,6,3,Love,1,0,7,0
27,13,1,High School,Part-time,50,Same Religion,1,2,1,Passive,2,0,0,0,4,3,Love,1,0,6,0
31,35,2,Bachelor,Homemaker,47,Not Religious,0,10,2,Avoidant,6,0,0,0,9,1,Love,0,0,8,1
32,5,0,Bachelor,Part-time,99,Same Religion,1,3,1,Collaborative,4,1,0,0,6,3,Arranged,1,0,9,0
24,19,0,No Formal Education,Part-time,89,Same Religion,1,7,2,Avoidant,6,0,0,1,5,2,Love,1,0,5,1
21,8,2,Bachelor,Part-time,69,Same Religion,1,9,2,Collaborative,3,1,0,0,7,2,Arranged,1,0,3,0
18,1,1,Bachelor,Unemployed,45,Not Religious,1,1,4,Collaborative,10,0,0,0,8,2,Love,0,0,6,0
30,11,3,Bachelor,Unemployed,72,Different Religion,0,6,4,Collaborative,3,0,0,1,3,1,Arranged,1,0,5,0
22,7,1,Bachelor,Part-time,40,Same Religion,1,8,0,Passive,4,0,0,0,7,3,Love,1,0,9,1
18,10,2,No Formal Education,Part-time,34,Same Religion,0,8,1,Collaborative,2,0,0,1,4,3,Love,0,0,7,0
29,22,4,Master,Homemaker,69,Same Religion,1,8,1,Collaborative,3,0,0,0,4,5,Love,1,0,5,1
40,5,1,Bachelor,Homemaker,50,Same Religion,1,8,2,Aggressive,5,0,0,0,8,0,Arranged,0,0,8,1
27,23,0,Bachelor,Part-time,20,Same Religion,0,5,0,Passive,5,0,1,0,6,4,Arranged,0,0,3,0
32,13,2,High School,Full-time,72,Different Religion,0,7,3,Passive,4,0,0,1,4,2,Other,1,0,7,0
28,6,4,Bachelor,Full-time,89,Same Religion,0,10,3,Passive,6,1,0,1,8,6,Love,0,0,7,0
27,9,1,Master,Homemaker,73,Not Religious,0,9,2,Passive,10,1,0,0,7,1,Love,1,0,3,0
32,3,1,Bachelor,Full-time,50,Same Religion,1,5,2,Passive,5,1,0,1,6,3,Love,1,0,4,1
26,40,2,High School,Full-time,17,Same Religion,1,8,4,Passive,4,0,0,0,5,1,Arranged,1,0,7,0
29,11,1,PhD,Full-time,63,Same Religion,1,9,2,Avoidant,8,0,0,0,5,2,Arranged,1,0,4,1
29,1,2,Bachelor,Part-time,47,Same Religion,1,4,0,Avoidant,3,0,0,0,3,2,Arranged,1,0,6,1
24,3,1,Bachelor,Part-time,42,Same Religion,1,6,4,Passive,9,0,1,0,9,4,Other,1,0,7,0
32,9,2,High School,Full-time,21,Different Religion,1,5,1,Collaborative,1,0,0,0,6,5,Love,1,0,9,1
27,1,1,Bachelor,Full-time,98,Same Religion,1,8,2,Passive,8,0,0,0,4,3,Love,0,0,9,0
24,1,1,Master,Unemployed,38,Same Religion,1,5,2,Collaborative,3,0,0,0,10,1,Love,1,0,7,0
30,5,1,Bachelor,Homemaker,24,Not Religious,1,5,2,Avoidant,3,0,0,0,6,5,Love,0,0,5,0
23,4,2,Bachelor,Full-time,94,Not Religious,1,8,1,Passive,6,0,0,0,7,4,Love,1,0,5,1
28,5,1,High School,Full-time,61,Different Religion,1,4,2,Collaborative,7,0,1,0,5,7,Arranged,1,1,7,1
27,3,2,Bachelor,Part-time,58,Not Religious,1,6,0,Collaborative,7,0,0,0,6,2,Love,0,0,3,1
33,1,1,PhD,Unemployed,66,Same Religion,1,5,0,Collaborative,3,1,0,0,6,3,Love,1,0,6,1
30,11,2,Bachelor,Unemployed,69,Same Religion,0,8,4,Collaborative,7,0,0,0,7,6,Love,1,0,9,0
27,7,1,PhD,Unemployed,64,Same Religion,1,5,4,Aggressive,3,0,0,1,8,5,Arranged,0,0,3,1
32,2,2,PhD,Homemaker,30,Not Religious,0,6,1,Collaborative,4,0,0,0,5,5,Love,1,0,7,0
34,3,0,PhD,Full-time,28,Same Religion,1,1,1,Passive,4,1,1,0,6,1,Arranged,1,0,5,1
30,8,4,Master,Full-time,45,Same Religion,1,6,1,Aggressive,5,1,0,0,9,2,Other,1,0,5,0
28,1,3,High School,Part-time,50,Same Religion,1,6,3,Avoidant,4,0,0,0,7,5,Love,0,0,3,0
21,1,2,PhD,Unemployed,53,Same Religion,0,6,3,Avoidant,5,1,0,0,6,2,Love,0,0,6,1
22,1,0,High School,Part-time,65,Same Religion,1,9,2,Collaborative,2,0,0,0,8,2,Love,0,0,3,0
26,16,0,High School,Homemaker,54,Same Religion,1,7,3,Passive,6,0,0,0,5,2,Love,1,1,5,1
24,13,1,High School,Unemployed,46,Same Religion,0,7,4,Aggressive,4,0,0,0,5,1,Arranged,1,0,5,0
27,13,1,Bachelor,Unemployed,68,Same Religion,0,5,0,Avoidant,2,0,0,0,7,5,Arranged,1,0,4,1
28,12,3,Bachelor,Full-time,74,Same Religion,1,10,3,Passive,8,0,0,0,6,2,Love,1,0,4,1
30,11,1,Bachelor,Full-time,44,Same Religion,0,2,0,Avoidant,10,0,0,0,5,1,Other,0,1,3,1
27,6,4,High School,Unemployed,33,Different Religion,0,4,4,Avoidant,6,0,0,0,7,6,Love,0,0,4,1
30,10,5,Bachelor,Full-time,64,Same Religion,1,4,2,Avoidant,6,0,0,0,3,5,Arranged,0,0,3,1
28,1,1,Bachelor,Full-time,52,Different Religion,1,6,4,Passive,4,0,0,0,5,4,Arranged,1,0,4,0
18,9,1,Master,Homemaker,77,Same Religion,0,6,1,Aggressive,2,0,0,0,3,2,Love,1,0,7,1
23,15,3,High School,Homemaker,40,Same Religion,1,4,1,Avoidant,6,0,0,1,4,2,Love,0,0,4,1
27,6,3,High School,Full-time,36,Not Religious,1,6,1,Passive,1,0,0,0,3,2,Love,1,0,5,0
21,4,3,High School,Unemployed,47,Same Religion,1,8,2,Aggressive,6,1,1,0,6,2,Love,1,0,7,1
30,3,2,Bachelor,Full-time,70,Same Religion,1,6,1,Collaborative,1,0,0,0,5,5,Love,0,0,7,0
35,10,2,Bachelor,Full-time,53,Not Religious,1,3,2,Avoidant,6,0,1,0,7,4,Love,0,0,5,1
34,11,2,Bachelor,Part-time,58,Same Religion,0,6,2,Collaborative,8,0,1,0,7,4,Other,0,0,6,1
26,20,1,Bachelor,Unemployed,50,Same Religion,0,4,3,Avoidant,6,0,1,0,9,2,Arranged,1,0,2,1
35,4,1,Bachelor,Full-time,80,Not Religious,1,3,2,Collaborative,8,0,0,0,5,6,Love,1,0,3,1
28,14,2,Bachelor,Full-time,70,Same Religion,1,6,2,Aggressive,9,0,1,0,6,3,Love,0,0,7,1
26,8,2,No Formal Education,Full-time,30,Different Religion,1,4,4,Collaborative,5,1,0,0,5,4,Love,1,0,7,1
24,21,1,High School,Homemaker,78,Same Religion,1,5,1,Collaborative,10,0,0,0,7,3,Arranged,1,0,5,0
26,7,3,Master,Part-time,72,Same Religion,1,7,3,Passive,4,0,0,0,6,2,Arranged,0,0,7,1
26,7,3,Master,Full-time,82,Same Religion,1,7,1,Aggressive,3,0,0,0,5,4,Arranged,1,0,6,0
28,8,4,High School,Full-time,49,Same Religion,1,8,6,Collaborative,3,0,0,0,6,3,Love,1,0,4,0
28,13,1,No Formal Education,Part-time,41,Different Religion,1,3,3,Passive,7,0,0,1,3,4,Love,1,0,8,1
28,33,3,Master,Part-time,58,Not Religious,1,6,5,Aggressive,4,0,0,1,7,3,Love,1,0,8,0
30,1,1,Bachelor,Unemployed,63,Same Religion,1,8,5,Aggressive,4,1,0,0,2,4,Love,1,0,5,0
33,1,3,Bachelor,Full-time,84,Not Religious,0,3,4,Collaborative,7,0,0,0,7,3,Love,1,0,7,0
32,27,1,Bachelor,Homemaker,73,Same Religion,0,6,3,Aggressive,1,0,0,0,3,3,Arranged,1,0,4,0
20,7,1,High School,Full-time,63,Same Religion,1,6,2,Aggressive,10,0,0,0,7,6,Love,0,0,1,0
18,9,2,High School,Full-time,57,Not Religious,0,4,3,Collaborative,2,0,0,0,7,5,Love,1,0,7,0
32,6,2,Master,Full-time,60,Same Religion,1,5,4,Passive,7,0,0,0,5,4,Love,1,0,3,0
21,1,1,Master,Part-time,52,Same Religion,1,4,3,Avoidant,6,0,0,0,2,2,Arranged,1,0,7,1
26,14,0,High School,Homemaker,74,Same Religion,1,7,1,Collaborative,5,0,0,0,7,8,Arranged,0,0,4,1
22,13,0,Master,Unemployed,31,Same Religion,1,1,3,Avoidant,8,0,0,0,3,2,Love,1,0,6,1
18,3,3,Master,Part-time,60,Same Religion,0,4,1,Passive,7,1,0,1,8,1,Love,1,0,4,1
30,3,0,High School,Full-time,81,Different Religion,0,5,4,Avoidant,5,0,0,1,3,7,Love,1,0,5,1
31,18,1,Bachelor,Full-time,37,Not Religious,1,8,2,Avoidant,7,0,0,0,3,4,Love,1,0,3,0
25,1,1,Bachelor,Part-time,99,Same Religion,1,3,1,Passive,1,1,0,0,5,4,Love,1,1,6,1
18,21,3,Master,Unemployed,38,Same Religion,1,9,1,Collaborative,4,0,0,0,3,2,Love,1,0,8,0
25,2,1,Master,Unemployed,50,Same Religion,0,7,2,Collaborative,6,1,0,1,6,3,Love,1,0,4,1
29,8,2,High School,Full-time,81,Same Religion,1,8,1,Collaborative,3,0,0,0,2,4,Arranged,1,0,4,0
20,27,1,Bachelor,Full-time,89,Not Religious,1,5,2,Aggressive,5,0,1,0,6,4,Love,0,0,9,1
28,11,1,Master,Full-time,67,Not Religious,0,5,4,Passive,5,0,0,0,4,3,Love,1,0,8,0
27,5,2,Master,Homemaker,67,Different Religion,1,4,2,Passive,1,0,0,0,10,4,Love,0,0,6,0
30,11,3,High School,Part-time,96,Different Religion,0,7,4,Collaborative,7,0,0,0,6,3,Love,0,0,5,0
28,4,2,Bachelor,Full-time,33,Not Religious,1,5,0,Passive,5,0,0,1,7,1,Love,1,0,2,0
23,3,0,Master,Full-time,26,Same Religion,1,4,1,Passive,2,0,0,0,6,4,Love,1,0,3,0
33,40,1,Bachelor,Full-time,22,Same Religion,0,5,0,Collaborative,10,0,0,0,2,3,Love,1,0,9,1
27,13,1,Bachelor,Full-time,43,Same Religion,1,7,1,Passive,5,1,0,0,6,7,Love,0,0,5,0
27,10,1,Master,Unemployed,46,Not Religious,1,3,1,Avoidant,6,0,0,0,2,5,Love,1,0,4,0
23,4,2,High School,Homemaker,68,Same Religion,0,4,1,Passive,5,1,0,0,10,3,Love,0,0,8,0
25,1,1,Master,Part-time,80,Same Religion,1,9,1,Aggressive,10,0,0,1,2,2,Love,0,0,2,0
23,1,0,Bachelor,Full-time,78,Same Religion,1,4,1,Avoidant,7,0,0,0,3,7,Love,1,0,6,0
27,8,1,High School,Part-time,78,Different Religion,1,9,3,Collaborative,3,0,0,1,7,1,Love,1,0,9,0
36,14,4,High School,Unemployed,41,Not Religious,1,5,0,Passive,1,0,0,0,8,1,Love,0,0,5,1
21,7,2,High School,Full-time,68,Same Religion,1,3,3,Avoidant,7,0,1,1,9,1,Other,1,0,6,0
19,18,0,High School,Homemaker,45,Different Religion,1,9,1,Collaborative,5,1,0,0,9,3,Love,1,0,5,0
35,1,2,Bachelor,Unemployed,72,Same Religion,1,9,2,Collaborative,4,0,0,0,4,2,Love,0,0,4,0
26,4,0,High School,Full-time,61,Different Religion,1,5,1,Aggressive,5,0,1,1,2,2,Love,1,0,5,0
24,2,4,PhD,Part-time,78,Same Religion,1,8,2,Avoidant,1,0,1,0,7,5,Other,0,0,7,0
33,5,2,Bachelor,Unemployed,108,Same Religion,1,6,1,Aggressive,5,1,0,0,4,1,Other,1,0,7,1
24,1,1,Bachelor,Part-time,59,Same Religion,1,6,2,Collaborative,4,1,0,1,5,2,Love,1,0,8,1
37,30,1,Bachelor,Full-time,38,Same Religion,1,7,1,Collaborative,4,0,0,1,6,3,Arranged,1,0,8,0
31,2,2,Bachelor,Full-time,27,Not Religious,1,6,2,Avoidant,5,0,0,0,9,2,Love,1,0,3,0
25,25,2,Bachelor,Full-time,42,Not Religious,1,6,3,Collaborative,9,0,0,1,7,3,Love,1,0,8,0
38,5,3,High School,Unemployed,81,Same Religion,1,6,3,Collaborative,4,0,0,0,5,2,Arranged,0,0,8,0
24,40,0,Master,Full-time,70,Same Religion,1,5,1,Passive,8,0,0,0,4,5,Love,0,0,4,0
31,8,2,Bachelor,Part-time,65,Different Religion,1,5,1,Collaborative,5,0,0,0,4,7,Love,1,0,6,0
29,26,2,High School,Unemployed,68,Same Religion,0,4,0,Aggressive,8,0,1,1,10,3,Arranged,0,0,6,0
34,1,2,Bachelor,Full-time,74,Same Religion,1,2,0,Aggressive,5,0,1,1,5,0,Arranged,1,1,6,1
35,13,0,Bachelor,Unemployed,29,Same Religion,0,6,2,Avoidant,3,0,0,0,7,2,Love,0,0,4,1
28,23,3,High School,Full-time,80,Not Religious,1,4,0,Aggressive,10,0,0,0,8,5,Love,1,0,6,1
24,1,2,Master,Full-time,68,Different Religion,0,3,1,Aggressive,8,0,0,0,6,4,Love,1,0,5,0
30,1,0,Bachelor,Full-time,31,Not Religious,1,4,1,Collaborative,9,0,0,1,8,6,Love,1,0,9,0
24,5,5,Bachelor,Homemaker,67,Same Religion,1,5,2,Passive,7,0,0,0,5,7,Love,1,0,4,0
38,27,3,Bachelor,Unemployed,34,Different Religion,0,5,2,Collaborative,5,0,1,0,8,2,Arranged,1,0,4,0
28,7,0,No Formal Education,Full-time,70,Same Religion,1,9,3,Aggressive,7,0,0,0,8,4,Arranged,0,0,6,0
26,7,2,High School,Homemaker,62,Same Religion,1,5,3,Passive,6,1,0,0,4,1,Love,1,0,5,0
28,1,2,Bachelor,Unemployed,40,Not Religious,1,9,2,Collaborative,4,0,0,0,6,3,Arranged,1,0,4,0
21,1,2,Bachelor,Full-time,68,Not Religious,1,4,3,Aggressive,6,0,0,0,7,4,Other,1,0,7,1
23,16,4,Master,Full-time,76,Not Religious,0,7,2,Avoidant,4,0,0,0,7,4,Love,1,1,5,1
34,1,0,High School,Full-time,49,Different Religion,1,4,0,Aggressive,2,0,0,0,6,2,Love,0,0,5,1
24,10,0,High School,Part-time,76,Different Religion,1,9,3,Avoidant,5,1,0,0,8,5,Arranged,1,0,2,0
22,24,1,Master,Part-time,54,Different Religion,1,8,1,Passive,3,1,0,0,9,4,Love,1,0,8,1
30,2,3,Bachelor,Full-time,77,Not Religious,1,7,1,Collaborative,10,1,0,0,2,4,Love,0,0,6,0
33,10,2,Bachelor,Full-time,58,Same Religion,1,10,2,Passive,2,0,0,0,4,5,Love,1,0,9,0
31,1,2,Bachelor,Full-time,83,Same Religion,1,8,2,Collaborative,4,0,0,0,3,4,Love,1,0,7,1
32,9,1,Master,Full-time,42,Different Religion,1,7,2,Avoidant,4,0,1,0,9,4,Love,0,0,6,0
24,1,1,High School,Part-time,42,Not Religious,1,3,6,Aggressive,7,0,0,0,6,3,Arranged,0,0,6,1
20,13,0,High School,Full-time,44,Same Religion,1,1,1,Passive,6,0,1,0,6,1,Other,1,0,5,0
35,3,1,No Formal Education,Part-time,63,Different Religion,1,3,4,Avoidant,10,0,0,0,5,6,Arranged,1,0,5,0
26,6,1,Bachelor,Homemaker,57,Same Religion,0,3,2,Avoidant,9,0,0,0,3,3,Love,1,1,10,1
26,9,2,Bachelor,Full-time,66,Not Religious,1,4,4,Aggressive,5,1,0,1,7,2,Love,0,0,3,1
34,1,2,Master,Full-time,37,Different Religion,1,8,1,Collaborative,2,0,1,1,9,3,Love,1,0,5,0
30,13,3,Bachelor,Full-time,46,Same Religion,1,4,3,Avoidant,6,0,0,0,7,3,Love,0,0,4,1
30,3,2,High School,Full-time,85,Different Religion,0,5,2,Aggressive,6,0,0,0,5,5,Love,1,0,2,0
38,10,1,High School,Unemployed,67,Not Religious,1,6,0,Aggressive,1,0,0,0,4,6,Arranged,1,0,6,0
